::1 - - [23/May/2022:16:38:42 +0000] "GET /api/get-user-games/100 HTTP/1.1" 404 68 "{\"message\":\"User Game dengan ID 100 Tidak di temukan\",\"result\":null}"
::1 - - [23/May/2022:16:46:00 +0000] "POST /api/login HTTP/1.1" 200 400 "{\"id_user\":1,\"username\":\"imam\",\"email\":\"imam@mail.com\",\"password\":\"$2b$10$rHJRSeA8WdOUgvGYyo4Y1ONXurs2HbfmrTlYA4EVaLDvEAMKVndU.\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoxLCJ1c2VybmFtZSI6ImltYW0iLCJpYXQiOjE2NTMzMjQzNjAsImV4cCI6MTY1MzMyNTI2MH0.svj0RIS8MWIiutvyqQUdR04qf7rdJIRvf_3IBFRXCM8\",\"createdAt\":\"2022-05-23T13:06:27.210Z\",\"updatedAt\":\"2022-05-23T13:06:27.210Z\"}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:27:36 +0000] "DELETE /api/delete-user-game-history-usergameid/1 HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:27:39 +0000] "POST /api/register HTTP/1.1" 200 444 "{\"message\":\"Berhasil Membuat User Game\",\"result\":{\"id_user\":1,\"username\":\"maulana\",\"email\":\"maulana@mail.com\",\"password\":\"$2b$10$7qjzS818cXJuoJGY2nUKw.jR2b8BCVI3CbjgIrxLyHtDpop7SDWrC\",\"id_role\":1,\"updatedAt\":\"2022-06-03T08:27:39.087Z\",\"createdAt\":\"2022-06-03T08:27:39.087Z\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoxLCJpYXQiOjE2NTQyNDQ4NTksImV4cCI6MTY1NDI0NTc1OX0.3122GgK02nuZ2RUdFJJEJgaJjYbVsM7HOxdccnruxJI\"}}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:27:39 +0000] "POST /api/register HTTP/1.1" 500 131 "{\"message\":\"Gagal Create User Game\",\"err\":\"Validation error: Username Telah digunakan!,\\nValidation error: Email Telah digunakan!\"}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:27:39 +0000] "POST /api/login HTTP/1.1" 200 438 "{\"id_user\":1,\"username\":\"maulana\",\"email\":\"maulana@mail.com\",\"password\":\"$2b$10$7qjzS818cXJuoJGY2nUKw.jR2b8BCVI3CbjgIrxLyHtDpop7SDWrC\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoxLCJ1c2VybmFtZSI6Im1hdWxhbmEiLCJpZF9yb2xlIjoxLCJpYXQiOjE2NTQyNDQ4NTksImV4cCI6MTY1NDI0NTc1OX0.HtxgQaXnuGKrz8Li2ZY5o5VTWDSriTy-SM7xJiq0sc8\",\"id_role\":1,\"createdAt\":\"2022-06-03T08:27:39.087Z\",\"updatedAt\":\"2022-06-03T08:27:39.087Z\"}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:27:39 +0000] "POST /api/login HTTP/1.1" 400 21 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:27:39 +0000] "POST /api/login HTTP/1.1" 400 29 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:36 +0000] "POST /api/register HTTP/1.1" 200 440 "{\"message\":\"Berhasil Membuat User Game\",\"result\":{\"id_user\":1,\"username\":\"admin\",\"email\":\"admin@mail.com\",\"password\":\"$2b$10$AYr1eY.JbMqJad3CQsbm6OByFxvL4Lg.UEaVyXgcCIkZc3zM2D/hC\",\"id_role\":1,\"updatedAt\":\"2022-06-03T08:28:36.297Z\",\"createdAt\":\"2022-06-03T08:28:36.297Z\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoxLCJpYXQiOjE2NTQyNDQ5MTYsImV4cCI6MTY1NDI0NTgxNn0.RHmLeSvexlqFAg_rTrDfxFTnUIVPcpJdf8Vs8YChfLE\"}}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:36 +0000] "POST /api/register HTTP/1.1" 200 438 "{\"message\":\"Berhasil Membuat User Game\",\"result\":{\"id_user\":2,\"username\":\"user\",\"email\":\"user@mail.com\",\"password\":\"$2b$10$VpzX6TfHBDhvQDJSRuLjsOSPdyKVlzkbKoUeer8o2dZqvfP2t7YKa\",\"id_role\":1,\"updatedAt\":\"2022-06-03T08:28:36.472Z\",\"createdAt\":\"2022-06-03T08:28:36.472Z\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoyLCJpYXQiOjE2NTQyNDQ5MTYsImV4cCI6MTY1NDI0NTgxNn0.22BZ7gP5I2wg6ok-yrAA3UjWRcGfvBnYkR1wbsGBb4M\"}}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:36 +0000] "POST /api/login HTTP/1.1" 200 431 "{\"id_user\":1,\"username\":\"admin\",\"email\":\"admin@mail.com\",\"password\":\"$2b$10$AYr1eY.JbMqJad3CQsbm6OByFxvL4Lg.UEaVyXgcCIkZc3zM2D/hC\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoxLCJ1c2VybmFtZSI6ImFkbWluIiwiaWRfcm9sZSI6MSwiaWF0IjoxNjU0MjQ0OTE2LCJleHAiOjE2NTQyNDU4MTZ9.MXBZs32DDLSluK-ha3LGZNHifbxZUB8eNPjDSB6F-uI\",\"id_role\":1,\"createdAt\":\"2022-06-03T08:28:36.297Z\",\"updatedAt\":\"2022-06-03T08:28:36.297Z\"}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:36 +0000] "GET /api/get-users-games HTTP/1.1" 200 741 "{\"message\":\"Berhasil Get All User Game\",\"result\":[{\"id_user\":1,\"username\":\"admin\",\"email\":\"admin@mail.com\",\"password\":\"$2b$10$AYr1eY.JbMqJad3CQsbm6OByFxvL4Lg.UEaVyXgcCIkZc3zM2D/hC\",\"avatar\":null,\"token\":null,\"id_role\":1,\"createdAt\":\"2022-06-03T08:28:36.297Z\",\"updatedAt\":\"2022-06-03T08:28:36.297Z\"},{\"id_user\":2,\"username\":\"user\",\"email\":\"user@mail.com\",\"password\":\"$2b$10$VpzX6TfHBDhvQDJSRuLjsOSPdyKVlzkbKoUeer8o2dZqvfP2t7YKa\",\"avatar\":null,\"token\":null,\"id_role\":1,\"createdAt\":\"2022-06-03T08:28:36.472Z\",\"updatedAt\":\"2022-06-03T08:28:36.472Z\"},{\"id_user\":3,\"username\":\"malik\",\"email\":\"malik@mail.com\",\"password\":\"malik\",\"avatar\":null,\"token\":null,\"id_role\":1,\"createdAt\":\"2022-06-03T08:28:36.584Z\",\"updatedAt\":\"2022-06-03T08:28:36.584Z\"}]}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:36 +0000] "GET /api/get-users-games HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:36 +0000] "GET /api/get-user-games/2 HTTP/1.1" 200 298 "{\"message\":\"Berhasil Get User Game By Id\",\"result\":{\"id_user\":2,\"username\":\"user\",\"email\":\"user@mail.com\",\"password\":\"$2b$10$VpzX6TfHBDhvQDJSRuLjsOSPdyKVlzkbKoUeer8o2dZqvfP2t7YKa\",\"avatar\":null,\"token\":null,\"id_role\":1,\"createdAt\":\"2022-06-03T08:28:36.472Z\",\"updatedAt\":\"2022-06-03T08:28:36.472Z\"}}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:36 +0000] "GET /api/get-user-games/100 HTTP/1.1" 404 68 "{\"message\":\"User Game dengan ID 100 Tidak di temukan\",\"result\":null}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:36 +0000] "GET /api/get-user-games/2 HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:36 +0000] "POST /api/create-user-games HTTP/1.1" 200 444 "{\"message\":\"Berhasil Membuat User Game\",\"result\":{\"id_user\":4,\"username\":\"maulana\",\"email\":\"maulana@mail.com\",\"password\":\"$2b$10$qaKkXgRVsUt15.z0vUqJJuot3kMUOkWUm8uDqHtSd5VzxcCLxxDPq\",\"avatar\":null,\"id_role\":2,\"updatedAt\":\"2022-06-03T08:28:36.778Z\",\"createdAt\":\"2022-06-03T08:28:36.778Z\",\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjo0LCJpYXQiOjE2NTQyNDQ5MTYsImV4cCI6MTY1NDI0NTgxNn0.t8h2O-Fd0_qNo1MjCtEZaC8RrSvnPbultca6PkScV24\"}}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:36 +0000] "POST /api/create-user-games HTTP/1.1" 500 131 "{\"message\":\"Gagal Create User Game\",\"err\":\"Validation error: Username Telah digunakan!,\\nValidation error: Email Telah digunakan!\"}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:36 +0000] "POST /api/create-user-games HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:36 +0000] "- /api/update-user-games/2 HTTP/1.1" 200 56 "{\"message\":\"Berhasil Mengupdate User Game\",\"result\":[1]}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:37 +0000] "PUT /api/update-user-games/2 HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:37 +0000] "DELETE /api/delete-user-games/2 HTTP/1.1" 200 53 "{\"message\":\"Berhasil Menghapus User Game\",\"result\":1}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:42 +0000] "DELETE /api/delete-user-games/2 HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:44 +0000] "POST /api/register HTTP/1.1" 200 440 "{\"message\":\"Berhasil Membuat User Game\",\"result\":{\"id_user\":1,\"username\":\"admin\",\"email\":\"admin@mail.com\",\"password\":\"$2b$10$HPqJ1S7MvAVx669RaZVU8.DpmY5/JFp1N5731tVipINNXf747UnFK\",\"id_role\":1,\"updatedAt\":\"2022-06-03T08:28:44.166Z\",\"createdAt\":\"2022-06-03T08:28:44.166Z\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoxLCJpYXQiOjE2NTQyNDQ5MjQsImV4cCI6MTY1NDI0NTgyNH0.8LR_HKdwfVulhrPXvYVGBVOktVvig_5Gu4lc7SufkAE\"}}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:44 +0000] "POST /api/register HTTP/1.1" 200 438 "{\"message\":\"Berhasil Membuat User Game\",\"result\":{\"id_user\":2,\"username\":\"user\",\"email\":\"user@mail.com\",\"password\":\"$2b$10$qWEsK1x4R0IVueN0EcZb0O54ARKFKU6iqZDoU3Jy.P9/GxBWhsYQa\",\"id_role\":1,\"updatedAt\":\"2022-06-03T08:28:44.329Z\",\"createdAt\":\"2022-06-03T08:28:44.329Z\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoyLCJpYXQiOjE2NTQyNDQ5MjQsImV4cCI6MTY1NDI0NTgyNH0.dahJmjumAF9t8igExHogwwIuJjXPeI38f4SX4zxj02A\"}}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:44 +0000] "POST /api/login HTTP/1.1" 200 431 "{\"id_user\":1,\"username\":\"admin\",\"email\":\"admin@mail.com\",\"password\":\"$2b$10$HPqJ1S7MvAVx669RaZVU8.DpmY5/JFp1N5731tVipINNXf747UnFK\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoxLCJ1c2VybmFtZSI6ImFkbWluIiwiaWRfcm9sZSI6MSwiaWF0IjoxNjU0MjQ0OTI0LCJleHAiOjE2NTQyNDU4MjR9.gQp3frwCqNKBhXusy0HjJAGr6T0oKjMJfduUjL_kzIU\",\"id_role\":1,\"createdAt\":\"2022-06-03T08:28:44.166Z\",\"updatedAt\":\"2022-06-03T08:28:44.166Z\"}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:44 +0000] "GET /api/get-user-game-histories HTTP/1.1" 200 269 "{\"message\":\"Berhasil Get All User Game History\",\"result\":[{\"id_history_user\":1,\"skor\":\"90\",\"tanggal_bermain\":\"2022-05-10\",\"id_user\":\"1\",\"createdAt\":\"2022-06-03T08:28:44.443Z\",\"updatedAt\":\"2022-06-03T08:28:44.443Z\",\"user_game_history\":{\"id_user\":1,\"username\":\"admin\"}}]}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:44 +0000] "GET /api/get-user-game-histories HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:44 +0000] "GET /api/get-user-game-history/1 HTTP/1.1" 200 227 "{\"message\":\"Berhasil Get All User Game History By id_user\",\"result\":[{\"id_history_user\":1,\"id_user\":\"1\",\"skor\":\"90\",\"tanggal_bermain\":\"2022-05-10\",\"createdAt\":\"2022-06-03T08:28:44.443Z\",\"updatedAt\":\"2022-06-03T08:28:44.443Z\"}]}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:44 +0000] "GET /api/get-user-game-history/100 HTTP/1.1" 404 74 "{\"message\":\"User Game History dengan ID 100 Tidak di temukan\",\"result\":[]}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:44 +0000] "GET /api/get-user-game-history/2 HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:44 +0000] "POST /api/create-user-game-history HTTP/1.1" 200 236 "{\"message\":\"Berhasil Membuat User Game History\",\"result\":{\"id_history_user\":2,\"id_user\":\"1\",\"skor\":\"92\",\"tanggal_bermain\":\"2022-05-11\",\"gameplay_video\":null,\"updatedAt\":\"2022-06-03T08:28:44.556Z\",\"createdAt\":\"2022-06-03T08:28:44.556Z\"}}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:44 +0000] "POST /api/create-user-game-history HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:44 +0000] "DELETE /api/delete-user-game-history-id/1 HTTP/1.1" 200 61 "{\"message\":\"Berhasil Menghapus User Game History\",\"result\":1}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:44 +0000] "DELETE /api/delete-user-game-history-id/1 HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:44 +0000] "DELETE /api/delete-user-game-history-usergameid/1 HTTP/1.1" 200 61 "{\"message\":\"Berhasil Menghapus User Game History\",\"result\":1}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:44 +0000] "DELETE /api/delete-user-game-history-usergameid/100 HTTP/1.1" 404 78 "{\"message\":\"User Game History dengan ID User 100 Tidak di temukan\",\"result\":0}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:44 +0000] "DELETE /api/delete-user-game-history-usergameid/1 HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:46 +0000] "POST /api/register HTTP/1.1" 200 440 "{\"message\":\"Berhasil Membuat User Game\",\"result\":{\"id_user\":1,\"username\":\"admin\",\"email\":\"admin@mail.com\",\"password\":\"$2b$10$amvCiqeD1u.t9UzgQKmu1.7UUoTx/a3ItdkRscDA9f6SOzU2C4q9W\",\"id_role\":1,\"updatedAt\":\"2022-06-03T08:28:46.719Z\",\"createdAt\":\"2022-06-03T08:28:46.719Z\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoxLCJpYXQiOjE2NTQyNDQ5MjYsImV4cCI6MTY1NDI0NTgyNn0.VNeAPcQBBS8EL3juGP0nKqzIVTRgL3Utz4NZj9GA_u4\"}}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:46 +0000] "POST /api/register HTTP/1.1" 200 438 "{\"message\":\"Berhasil Membuat User Game\",\"result\":{\"id_user\":2,\"username\":\"user\",\"email\":\"user@mail.com\",\"password\":\"$2b$10$EmQe6KhZ7PsHkcN5mYz49.rSKUO6DQn/MfaW2CLaVAG9sdI9glTYq\",\"id_role\":1,\"updatedAt\":\"2022-06-03T08:28:46.883Z\",\"createdAt\":\"2022-06-03T08:28:46.883Z\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoyLCJpYXQiOjE2NTQyNDQ5MjYsImV4cCI6MTY1NDI0NTgyNn0.JNMloBksSYRzI0Rr0_Zc1S876rFg8a8qJS54vb6HhuA\"}}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:46 +0000] "POST /api/login HTTP/1.1" 200 431 "{\"id_user\":1,\"username\":\"admin\",\"email\":\"admin@mail.com\",\"password\":\"$2b$10$amvCiqeD1u.t9UzgQKmu1.7UUoTx/a3ItdkRscDA9f6SOzU2C4q9W\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoxLCJ1c2VybmFtZSI6ImFkbWluIiwiaWRfcm9sZSI6MSwiaWF0IjoxNjU0MjQ0OTI2LCJleHAiOjE2NTQyNDU4MjZ9.yPRzXvluHov8u-aY7W8dZki3jyHeN1uZmlvjazARAB8\",\"id_role\":1,\"createdAt\":\"2022-06-03T08:28:46.719Z\",\"updatedAt\":\"2022-06-03T08:28:46.719Z\"}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:47 +0000] "GET /api/get-user-game-biodatas HTTP/1.1" 200 367 "{\"message\":\"Berhasil Get All User Game Biodata\",\"result\":[{\"id_biodata_user\":1,\"nama\":\"Maulana Imam Malik\",\"tanggal_lahir\":\"2001-05-10\",\"tempat_lahir\":\"Serang, Banten\",\"alamat\":\"Jalan Raya Serang\",\"no_hp\":\"085158304839\",\"id_user\":\"1\",\"createdAt\":\"2022-06-03T08:28:46.994Z\",\"updatedAt\":\"2022-06-03T08:28:46.994Z\",\"user_game_biodata\":{\"id_user\":1,\"username\":\"admin\"}}]}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:47 +0000] "GET /api/get-user-game-biodatas HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:47 +0000] "GET /api/get-user-game-biodata/1 HTTP/1.1" 200 367 "{\"message\":\"Berhasil Get User Game Biodata By Id\",\"result\":{\"id_biodata_user\":1,\"nama\":\"Maulana Imam Malik\",\"tanggal_lahir\":\"2001-05-10\",\"tempat_lahir\":\"Serang, Banten\",\"alamat\":\"Jalan Raya Serang\",\"no_hp\":\"085158304839\",\"id_user\":\"1\",\"createdAt\":\"2022-06-03T08:28:46.994Z\",\"updatedAt\":\"2022-06-03T08:28:46.994Z\",\"user_game_biodata\":{\"id_user\":1,\"username\":\"admin\"}}}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:47 +0000] "GET /api/get-user-game-biodata/100 HTTP/1.1" 404 76 "{\"message\":\"User Game Biodata dengan ID 100 Tidak di temukan\",\"result\":null}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:47 +0000] "GET /api/get-user-game-biodata/1 HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:47 +0000] "POST /api/create-user-game-biodata HTTP/1.1" 200 312 "{\"message\":\"Berhasil Membuat User Game Biodata\",\"result\":{\"id_biodata_user\":2,\"nama\":\"Putra Arifin\",\"tanggal_lahir\":\"2000-06-11\",\"tempat_lahir\":\"Bandung, Jawa Barat\",\"alamat\":\"Jalan Raya Bandung\",\"no_hp\":\"085144951042\",\"id_user\":\"2\",\"updatedAt\":\"2022-06-03T08:28:47.126Z\",\"createdAt\":\"2022-06-03T08:28:47.126Z\"}}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:47 +0000] "POST /api/create-user-game-biodata HTTP/1.1" 500 97 "{\"message\":\"Gagal Membuat User Game Biodata\",\"err\":\"Validation error: Username Telah digunakan!\"}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:47 +0000] "POST /api/create-user-game-biodata HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:47 +0000] "- /api/update-user-game-biodata/2 HTTP/1.1" 200 64 "{\"message\":\"Berhasil Mengupdate User Game Biodata\",\"result\":[1]}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:47 +0000] "PUT /api/update-user-game-biodata/2 HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:47 +0000] "DELETE /api/delete-user-game-biodata/2 HTTP/1.1" 200 61 "{\"message\":\"Berhasil Menghapus User Game Biodata\",\"result\":1}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:47 +0000] "DELETE /api/delete-user-game-biodata/100 HTTP/1.1" 404 73 "{\"message\":\"User Game Biodata dengan ID 100 Tidak di temukan\",\"result\":0}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:47 +0000] "DELETE /api/delete-user-game-biodata/2 HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:49 +0000] "POST /api/register HTTP/1.1" 200 444 "{\"message\":\"Berhasil Membuat User Game\",\"result\":{\"id_user\":1,\"username\":\"maulana\",\"email\":\"maulana@mail.com\",\"password\":\"$2b$10$8YppR3/W/uKnTQGyxU/baef5g2pVmU/payPcquJFU5HNwTfQ6W/3q\",\"id_role\":1,\"updatedAt\":\"2022-06-03T08:28:49.319Z\",\"createdAt\":\"2022-06-03T08:28:49.319Z\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoxLCJpYXQiOjE2NTQyNDQ5MjksImV4cCI6MTY1NDI0NTgyOX0.JP1JNz8QmLZq3DyLYWuVDYg75o9Iyz2r-jQsMVCTSYU\"}}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:49 +0000] "POST /api/register HTTP/1.1" 500 131 "{\"message\":\"Gagal Create User Game\",\"err\":\"Validation error: Username Telah digunakan!,\\nValidation error: Email Telah digunakan!\"}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:49 +0000] "POST /api/login HTTP/1.1" 200 438 "{\"id_user\":1,\"username\":\"maulana\",\"email\":\"maulana@mail.com\",\"password\":\"$2b$10$8YppR3/W/uKnTQGyxU/baef5g2pVmU/payPcquJFU5HNwTfQ6W/3q\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoxLCJ1c2VybmFtZSI6Im1hdWxhbmEiLCJpZF9yb2xlIjoxLCJpYXQiOjE2NTQyNDQ5MjksImV4cCI6MTY1NDI0NTgyOX0.y8ZMaPX3dhMjPVQEELr09LyBn2JoWVDu6Y7ut4LDVIg\",\"id_role\":1,\"createdAt\":\"2022-06-03T08:28:49.319Z\",\"updatedAt\":\"2022-06-03T08:28:49.319Z\"}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:49 +0000] "POST /api/login HTTP/1.1" 400 21 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:28:49 +0000] "POST /api/login HTTP/1.1" 400 29 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:02 +0000] "POST /api/register HTTP/1.1" 200 440 "{\"message\":\"Berhasil Membuat User Game\",\"result\":{\"id_user\":1,\"username\":\"admin\",\"email\":\"admin@mail.com\",\"password\":\"$2b$10$KaFt/6PlYVVcRBoTV5Py.OMkgLbetBWKsLYkMLES0hNUxJPZ3W4ay\",\"id_role\":1,\"updatedAt\":\"2022-06-03T08:32:02.191Z\",\"createdAt\":\"2022-06-03T08:32:02.191Z\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoxLCJpYXQiOjE2NTQyNDUxMjIsImV4cCI6MTY1NDI0NjAyMn0.BnH4DBhLSfHc1KUi1UGisboLMcC6y0tPHbzeuIS8W7I\"}}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:02 +0000] "POST /api/register HTTP/1.1" 200 438 "{\"message\":\"Berhasil Membuat User Game\",\"result\":{\"id_user\":2,\"username\":\"user\",\"email\":\"user@mail.com\",\"password\":\"$2b$10$P7p3yc9TIQM9Ffcw19XYueshSO2KT6b/sH8bDrIOI5WAUSUDw5e3W\",\"id_role\":1,\"updatedAt\":\"2022-06-03T08:32:02.378Z\",\"createdAt\":\"2022-06-03T08:32:02.378Z\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoyLCJpYXQiOjE2NTQyNDUxMjIsImV4cCI6MTY1NDI0NjAyMn0.C5t99uDg9QlgAQDJTx0g2XkmnwBz-08pct8_97r9zDE\"}}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:02 +0000] "POST /api/login HTTP/1.1" 200 431 "{\"id_user\":1,\"username\":\"admin\",\"email\":\"admin@mail.com\",\"password\":\"$2b$10$KaFt/6PlYVVcRBoTV5Py.OMkgLbetBWKsLYkMLES0hNUxJPZ3W4ay\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoxLCJ1c2VybmFtZSI6ImFkbWluIiwiaWRfcm9sZSI6MSwiaWF0IjoxNjU0MjQ1MTIyLCJleHAiOjE2NTQyNDYwMjJ9.Yp7HhdjNMC02q7EMievUARjyLOZihkgYKMEjPvD-u7A\",\"id_role\":1,\"createdAt\":\"2022-06-03T08:32:02.191Z\",\"updatedAt\":\"2022-06-03T08:32:02.191Z\"}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:02 +0000] "GET /api/get-users-games HTTP/1.1" 200 741 "{\"message\":\"Berhasil Get All User Game\",\"result\":[{\"id_user\":1,\"username\":\"admin\",\"email\":\"admin@mail.com\",\"password\":\"$2b$10$KaFt/6PlYVVcRBoTV5Py.OMkgLbetBWKsLYkMLES0hNUxJPZ3W4ay\",\"avatar\":null,\"token\":null,\"id_role\":1,\"createdAt\":\"2022-06-03T08:32:02.191Z\",\"updatedAt\":\"2022-06-03T08:32:02.191Z\"},{\"id_user\":2,\"username\":\"user\",\"email\":\"user@mail.com\",\"password\":\"$2b$10$P7p3yc9TIQM9Ffcw19XYueshSO2KT6b/sH8bDrIOI5WAUSUDw5e3W\",\"avatar\":null,\"token\":null,\"id_role\":1,\"createdAt\":\"2022-06-03T08:32:02.378Z\",\"updatedAt\":\"2022-06-03T08:32:02.378Z\"},{\"id_user\":3,\"username\":\"malik\",\"email\":\"malik@mail.com\",\"password\":\"malik\",\"avatar\":null,\"token\":null,\"id_role\":1,\"createdAt\":\"2022-06-03T08:32:02.485Z\",\"updatedAt\":\"2022-06-03T08:32:02.485Z\"}]}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:02 +0000] "GET /api/get-users-games HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:02 +0000] "GET /api/get-user-games/2 HTTP/1.1" 200 298 "{\"message\":\"Berhasil Get User Game By Id\",\"result\":{\"id_user\":2,\"username\":\"user\",\"email\":\"user@mail.com\",\"password\":\"$2b$10$P7p3yc9TIQM9Ffcw19XYueshSO2KT6b/sH8bDrIOI5WAUSUDw5e3W\",\"avatar\":null,\"token\":null,\"id_role\":1,\"createdAt\":\"2022-06-03T08:32:02.378Z\",\"updatedAt\":\"2022-06-03T08:32:02.378Z\"}}"
